title,region name,uid,average_rating,elevation_gain,highpoint,mileage,mileage_type,tripreport_count,campsites,coast,dogs_ok,foliage,kids_ok,lakes,mountains,old_growth,ridges,rivers,summits,waterfalls,wildflowers,wildlife
Tahoma Creek,Mount Rainier Area -- SW - Longmire/Paradise,07c042e298a5099d4ad650c49ce7c696,4.0,None,None,None,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Mountain (Commonwealth Basin),Snoqualmie Region -- Snoqualmie Pass,07d09a73cc993e2e3fb4b3eda7c8fc62,3.625,2900.0,5890.0,11.0,1,187,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Tupso Lake,North Cascades,07d4b44862f94b319ceb496318fce627,0.0,None,None,None,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Crest Trail (PCT) Section J - Snoqualmie Pass to Stevens Pass,Snoqualmie Region -- Snoqualmie Pass,07f96be9f7d673af1fe36e6cc83b1657,4.55555555556,16000.0,None,74.7,5,322,1,0,0,1,0,1,1,1,1,1,0,0,1,1
Jack Pine Trail,Central Cascades -- Leavenworth Area,08061c6b713682e42c9de1d60dd63683,2.75,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wagonwheel Lake,Olympic Peninsula -- Hood Canal,0806ef8d54f2be5b800542b97f094bbe,2.92857142857,3200.0,4100.0,5.8,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Spokane State Park - Trail 131,Eastern Washington -- Spokane Area/Coeur d'Alene,084135ebba6441e194db9c47eef3c7da,0.0,None,None,None,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Lakes-Dry Falls State Park - Park Lake Side Canyon,Central Washington -- Grand Coulee,086ddbc2775a7e55909f9e2384589190,3.5,350.0,1500.0,6.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Hindoo,South Cascades,086e1070d0501dc313d347d2f194f6f8,4.5,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn Point Lighthouse,Puget Sound and Islands -- San Juan Islands,088a4655a621499284440d6e86a34fba,5.0,280.0,300.0,6.0,1,5,0,1,1,0,1,0,1,0,0,0,0,0,0,1
Lost Lake,South Cascades,08aa011aa0494701bdc59810991789c5,0.0,2400.0,5200.0,16.2,1,24,1,0,1,0,0,1,0,0,0,0,0,0,0,0
St. Andrews Park - St. Andrews Lake,Mount Rainier Area -- SW - Longmire/Paradise,08b9079241937e71dc10b685c1d7990d,4.0,None,None,None,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olallie Creek Snowshoe,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,08e3cdc49f96108dc45291ab1d5e650d,2.0,1800.0,3800.0,6.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lemei Lake,South Cascades -- Mount Adams Area,09028155d8787df88119d53cf86203ed,2.8,500.0,5100.0,5.0,1,27,0,0,1,0,1,1,0,0,0,0,0,0,1,1
Bernhardt Mine,North Cascades -- Pasayten,0909a249ba0ef357cbfe854da8a27389,2.75,1600.0,7350.0,5.2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Boulder Lake,North Cascades -- Mountain Loop Highway,0913e1b542d6a5b796ce9bdde84fd377,3.0,2000.0,5000.0,6.0,1,34,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Mowich River,Mount Rainier Area -- NW - Carbon River/Mowich,09624b646afd5cc8a38e1651765b5a05,3.0,2400.0,5000.0,7.0,1,12,0,0,0,0,0,1,0,1,0,1,0,0,1,1
Perimeter Loop Trail,Issaquah Alps -- Squak Mountain,096e01c49a5e2d59a68c0ecc1b999bbc,3.6,None,None,None,1,58,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Windy Lake,Snoqualmie Region,099181476dae5136659877e90260a913,4.0,None,None,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Whidbey State Park,Puget Sound and Islands -- Whidbey Island,09928331556039f0323651ba0aabb52d,3.83333333333,200.0,400.0,3.5,4,31,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Bay to Baker Trail,North Cascades -- Mount Baker Area,09a1e886cb8c0da7c8f5ac4886d3595c,3.0,None,100.0,3.0,1,10,0,0,1,0,1,0,1,0,0,1,0,1,1,0
Tinkham Discovery,Snoqualmie Region -- Snoqualmie Pass,09a44c0b4b25211c6807dc0396388492,3.5,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haystack Mountain,Central Cascades -- Stevens Pass - West,09b850c5328d39139a73aab57da4b611,0.0,None,2715.0,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragged Ridge,Eastern Washington -- Spokane Area/Coeur d'Alene,09bf440e07ee456a87cd5e397080c2b1,0.0,3000.0,5300.0,15.1,1,5,0,0,0,1,0,0,1,1,1,0,1,0,1,1
Tolmie Peak Lookout - Eunice Lake,Mount Rainier Area -- NW - Carbon River/Mowich,09c69383eeec2a74856b7a3151cf9bf3,4.47435897436,1100.0,5900.0,7.5,1,754,0,0,0,0,1,1,1,0,1,0,1,0,1,0
Mount Spokane State Park - Trail 170,Eastern Washington -- Spokane Area/Coeur d'Alene,0a0aa13adef14429bbe9eee6cceda645,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kestner Homestead - Maple Glade,Olympic Peninsula -- Pacific Coast,0a0c04bab12d0906e612ba948fe2ff36,4.0,30.0,260.0,1.5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deception Lakes,Central Cascades -- Stevens Pass - East,0a0e6a919a4c727b0acc6871734d5319,2.2,None,None,None,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson Point,Olympic Peninsula -- Kitsap Peninsula,0a12f34d97e348c9a7215b3f2ff1265b,0.0,250.0,250.0,1.4,1,16,0,1,1,1,1,0,1,0,0,0,0,0,0,1
McAlester Trail,Central Cascades -- Entiat Mountains/Lake Chelan,0a18c9d9fa3927d895320dc1c6b48e78,2.25,None,None,None,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure Trail,Issaquah Alps -- Tiger Mountain,0a1c83c4e8575a341c52301ee571d6d0,2.16666666667,300.0,800.0,1.4,1,57,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Mount David,Central Cascades -- Stevens Pass - East,0a2453f9ac5f33517197eef118e21b19,3.71428571429,5800.0,7420.0,14.0,1,73,0,0,0,0,0,0,1,0,0,1,1,1,1,0
Cat Basin Primitive,Olympic Peninsula -- Northern Coast,0a4b3acc5913d0d0a3be17dd2a0c41e3,2.75,1500.0,5500.0,5.0,5,15,0,0,0,1,0,1,1,0,1,0,0,0,1,1
Little Salmon La Sac,Snoqualmie Region -- Salmon La Sac/Teanaway,0a622c0124ac7afedaf67700490c8dd2,3.5,None,None,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Star via Pyramid Trail,Southwest Washington -- Columbia River Gorge - WA,0a680da99baa4ff48f7a7933eac4739f,0.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamiak Butte,Eastern Washington -- Palouse and Blue Mountains,0a6e4121ad19ad3999698c32a36b679f,3.72727272727,900.0,3600.0,3.5,1,32,0,0,1,0,1,0,1,0,0,0,1,0,1,1
Dead Buck,North Cascades,0a71d34546a53f59a6a65448a8b414cc,1.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goat Mountain,North Cascades -- Mount Baker Area,0a8d9afaf51007a8f5d62e13d269f825,4.05882352941,3100.0,5600.0,8.2,1,218,0,0,1,0,0,0,1,1,1,0,1,0,1,0
Constance Pass,Olympic Peninsula -- Hood Canal,0a996f11f214101e43819f4fdef9706b,4.4,3668.0,5850.0,7.8,1,37,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Purcell Mountain,South Cascades,0aa62e357988e89d8cde8f187aeec810,3.75,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phils Trail - Thrush Gap Loop,Issaquah Alps -- Squak Mountain,0aa97af9ac7b769ee58121caf89c0b7f,2.4,1606.0,2037.0,8.2,1,29,0,0,1,1,0,0,1,1,0,0,1,0,1,0
South Coast Beach Travelway,Olympic Peninsula -- Pacific Coast,0ac773048be5d6991c4857f5d7b90bf0,3.25,None,None,None,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dosewallips State Park - Steam Donkey Trail,Olympic Peninsula -- Hood Canal,0ada721cd6da17a2af44b77ce3322ef0,3.0,400.0,425.0,3.5,1,95,0,1,1,0,1,0,0,1,0,1,0,0,0,1
Bear Creek Mountain,South Cascades -- Goat Rocks,0ae9386e75aa6b8df3644f5ddc836118,3.4,1237.0,7337.0,7.0,1,61,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Big Tree Trail,Olympic Peninsula -- Kitsap Peninsula,0aed690ae3e34753ba9d4c55106a1217,3.66666666667,200.0,400.0,1.5,1,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Blankenship Meadows,South Cascades,0aefa09fedf49fcf8cb0d4ebdc77153d,3.33333333333,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panther Creek Experimental Forest,Southwest Washington -- Columbia River Gorge - WA,0af24a2bc5a21406f5ba84c618515f6e,2.0,1200.0,4000.0,7.2,1,3,1,0,0,0,0,0,1,1,1,0,0,0,0,1
Fourth of July Pass via Thunder Creek,North Cascades -- North Cascades Highway - Hwy 20,0af7e5a39cc2b5fd949452e057e58431,3.25,2400.0,3600.0,11.2,1,137,1,0,0,0,0,0,1,1,1,1,0,0,0,0
Guye Peak,Snoqualmie Region -- Snoqualmie Pass,0afa5bc2a4a6c69b2c2b0388f2d28bfb,4.0,2100.0,5168.0,6.0,1,149,1,0,0,0,0,0,1,1,1,0,1,0,0,1
Evans Creek Preserve,Puget Sound and Islands -- Seattle-Tacoma Area,0b0271aafaa188a9e270c65ecd34c7b9,3.94117647059,325.0,480.0,4.2,1,122,0,0,1,0,1,0,0,0,0,0,0,0,1,1
Hurricane Ridge Snowshoe,Olympic Peninsula -- Northern Coast,0b22110245610daed94744c7df6bea2d,3.5,800.0,5757.0,6.0,1,99,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Coyote Wall,Southwest Washington -- Columbia River Gorge - WA,0b258c38d147abbbf3b7236673ba8215,2.75,None,None,None,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killen Creek to High Camp,South Cascades -- Mount Adams Area,0b2d744e6f21b7fa631b58ed0a35caca,4.0,2300.0,6900.0,10.0,1,93,1,0,0,0,0,0,1,1,0,0,0,0,1,1
South Lost Lake Trail,Puget Sound and Islands -- Bellingham Area,0b3ce2aa3d6812d9e6c17c460c198537,3.2,1950.0,1650.0,9.0,1,108,0,0,1,1,1,1,0,1,0,0,0,1,0,0
Enchantment Peak,Central Cascades -- Leavenworth Area,0b52d06b8d183ba94569b3451a972ef9,0.0,None,None,None,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome Pass,North Cascades -- Mount Baker Area,0b62894f1452d35c64566b0d5fa4f471,3.33333333333,2800.0,5200.0,4.6,1,156,0,0,1,0,0,0,1,1,1,0,0,0,1,0
Number Two Canyon Trails,Central Washington -- Wenatchee,0b6699aff6d2421db5df9e6d02fafaa0,0.0,1600.0,None,8.0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
South Cascade,North Cascades,0b70739747c9eb2e98d3b77d2f1e0cb7,3.25,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Everett Arboretum, Grand Ave Park, Everett Community College, Legion Park",Puget Sound and Islands -- Seattle-Tacoma Area,0b7377aa6bb8462ba52fed6bb0cfec21,3.0,None,None,None,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Heather Basin,Olympic Peninsula -- Hood Canal,0b7c23c0c8b43a06b96de0e5522b20e2,2.8,None,None,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Ridge,South Cascades,0b9253e1b09eca69e60af4835d870b4d,2.5,None,None,None,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodell Creek,North Cascades -- North Cascades Highway - Hwy 20,0b949922ed0d4ac3b3ebdb15bf9bf80c,0.0,None,None,None,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cattle Point Lighthouse,Puget Sound and Islands -- San Juan Islands,0bad162019de43269a7721a904d94df6,5.0,25.0,25.0,0.5,1,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Route Creek,North Cascades,0bb74aeb4165fd1e7c56a3f867ac102e,2.25,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairhaven Park,Puget Sound and Islands -- Bellingham Area,0bbb9f9217084c1db91d21caf90c3c33,2.0,None,None,3.0,4,5,0,0,1,1,1,0,0,1,0,1,0,0,0,1
Spotted Creek,North Cascades,0bdf2daefe4ada117c5b98dbc22b4be7,3.33333333333,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer Park to Maiden Peak,Olympic Peninsula -- Northern Coast,0bf016e1481e428aad9bf116737b1a58,4.66666666667,2100.0,6200.0,9.0,1,65,1,0,0,1,0,0,1,0,1,0,1,0,1,1
Pyramid Creek,Central Cascades,0c04b9116d2b06173f63939313062ed0,3.0,None,None,None,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halliday,Eastern Washington -- Selkirk Range,0c0b32b431aea8b52d02f24f89c75f5d,3.66666666667,2000.0,4800.0,8.4,1,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0
East Ridge Trail,Issaquah Alps -- Squak Mountain,0c2f41d88781d1ea15597f55dce8fe69,4.0,None,None,2.8,1,50,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Priest Point Park,Olympic Peninsula -- Olympia,0c3d1091b32379f09d3817a9399f4758,3.25,150.0,200.0,5.0,1,38,0,1,1,0,1,0,1,1,0,0,0,0,0,1
Glacier Peak,Central Cascades,0c406e7f79abbb9682d77e81a826d1fa,3.16666666667,None,None,None,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sawtooth View via Aspen Lake,North Cascades -- Methow/Sawtooth,0c4763d419dd4b57a415e9262f8a2c8a,0.0,1170.0,3578.0,6.0,1,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0
Kennedy Creek Natural Area Preserve,Olympic Peninsula -- Olympia,0c4c718cfda4a998f423db21c275a69d,4.25,420.0,None,9.0,4,30,0,0,0,0,1,0,1,0,0,1,0,0,1,1
Scatter Creek,Snoqualmie Region -- Salmon La Sac/Teanaway,0c4fbe8f33a66639474ddbbb9e7ede41,3.4,2200.0,5500.0,9.0,1,54,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Catherine Creek - Natural Arch,Southwest Washington -- Columbia River Gorge - WA,0c5166c10cd3401798060470a5844b39,0.0,250.0,500.0,2.1,1,24,0,0,1,1,1,0,0,0,0,1,0,0,1,0
Longmire to South Puyallup River,Mount Rainier Area -- SW - Longmire/Paradise,0c60b9bebe924da49e1e6a239d043d9e,0.0,4200.0,5600.0,12.0,5,7,1,0,0,0,0,0,1,1,1,1,0,0,1,0
Cashmere Mountain,Central Cascades -- Stevens Pass - East,0c70dff26726cca8c67d8175fdec9d43,3.0,None,None,None,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitol State Forest - McLane Creek,Olympic Peninsula -- Olympia,0c977620382dbcd37d889778691d6481,3.82352941176,50.0,60.0,1.5,1,82,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Penrose Point State Park,Olympic Peninsula -- Kitsap Peninsula,0ca88d50bed8fc940cd4661f3359beba,3.875,140.0,140.0,2.5,1,18,1,1,1,0,0,0,1,1,0,0,0,0,1,0
Palouse to Cascades Trail - Rattlesnake Lake,Snoqualmie Region -- North Bend Area,0cafa0a66cb11380620b37a47357d48e,2.9,300.0,1100.0,11.0,1,165,0,0,1,1,1,0,1,0,0,0,0,1,0,1
Spencer Peak,Central Cascades -- Leavenworth Area,0cba4e0d852b4ca3ac977b4b4c43d295,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squaw Creek,South Cascades,0ce213e8468e5f3177d8bd1ef148a9dc,3.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls Creek,Central Cascades -- Blewett Pass,0cf3cffffb2cd1eaadd5e6c118967f38,4.25,3000.0,6100.0,8.0,1,20,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Company Creek,Central Cascades -- Entiat Mountains/Lake Chelan,0cf4baff06b9a8f256923f62b48cc0be,2.75,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleman Pinnacle,North Cascades -- Mount Baker Area,0cfb10ec47584a73973414d42a635296,0.0,None,None,None,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basalt Pass,Central Cascades -- Stevens Pass - East,0d2aad2c23057e4729a71c909a04b287,3.0,None,None,None,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ollalie Creek Camp,Mount Rainier Area,0d3362d2f6b08ccb70f36624b08ea2cb,2.66666666667,1600.0,3900.0,5.6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cairn Hill,Central Cascades -- Blewett Pass,0d3e0cb3689247c19deec01471359e07,0.0,850.0,4745.0,5.0,1,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Longmire to Cougar Rock Campground Snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,0d49f8676ba36cccf50d78bc5a03d61a,3.66666666667,1300.0,4100.0,7.6,1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Busywild Overlook Snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,0d6c857dda02ce9e8d3610b437f568d5,3.0,900.0,3500.0,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia Hills State Park - Horsethief Butte,Southwest Washington -- Columbia River Gorge - WA,0d87d8e1666a71a7466b50f4056f865b,3.8,1870.0,1975.0,12.4,1,77,0,0,1,0,1,0,1,0,0,1,1,0,1,1
Tombstone Lake,South Cascades,0d885d8762f7a97b0d7174b1598fb56a,2.75,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foggy Dew Creek,North Cascades -- Methow/Sawtooth,0d90bf71a7de0c11c939140fa79e64b4,2.75,4620.0,8050.0,14.0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulalach Peak,North Cascades -- Mountain Loop Highway,0d98bb943a044f8ca01f8bfb78459e9f,0.0,4150.0,None,8.5,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Dishman Hills Natural Area - Nimbus Knob Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,0dabd553007340adb8c05bf8a7d9b0df,3.0,400.0,2350.0,3.0,1,18,0,0,1,0,1,0,1,0,0,0,0,0,1,1
Dishman Hills Natural Area - Deep Ravine Loop Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,0db22947eb444854a8b6aa650312c888,0.0,200.0,None,2.0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Big Slide,South Cascades,0dc360e95a4dd1f39fa9a50523716219,4.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hozomeen Mountain South Peak,North Cascades,0de111a940fb48479bc1b291e60e6c77,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Townsend Mountain,Central Cascades -- Stevens Pass - West,0dfc3a8bb138216b2ba18f0dfaac0f58,5.0,None,None,None,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Forks,Olympic Peninsula -- Northern Coast,0dffebc09ef8e6f2df5550e7de287284,2.75,None,None,None,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White River,Central Cascades -- Stevens Pass - East,0e1d263675496eabc0f8d47c6c245414,2.5,900.0,2507.0,8.2,1,83,0,0,1,0,1,0,1,1,0,1,0,0,0,1
Surprise Lake Snowshoe,Central Cascades -- Stevens Pass - West,0e2d138d8c2d5841931ce8dc64290665,3.0,2300.0,4500.0,8.0,1,84,0,0,0,0,0,1,1,1,0,0,0,1,0,1
Billy Clapp Lake,Central Washington -- Potholes Region,0e339b9e71cb5169097b6af8a616f5d2,2.25,400.0,1500.0,5.0,1,7,0,0,0,0,0,1,0,0,0,0,0,1,1,1
Eagle Creek,Southwest Washington -- Columbia River Gorge - OR,0e33e09cdc23975d77ef1515ffff6757,4.75,1100.0,1200.0,12.0,1,80,1,0,1,1,0,0,0,1,0,0,0,1,1,0
Twin Lakes,Central Cascades -- Stevens Pass - West,0e344266d1f219dfaf63728141e3a5bc,2.875,800.0,2800.0,8.4,1,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0
Deer Ridge,Olympic Peninsula -- Hood Canal,0e390aa5d18b75fa9fa1e77992180edc,2.66666666667,2800.0,5350.0,9.8,1,143,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Maloney Lookout,Central Cascades -- Stevens Pass - West,0e3bd491066b484cbcfdb582c9f83980,0.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Twin Sister,North Cascades -- Mount Baker Area,0e4446ef770c4c9e86ebd8a73832bb90,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight's Way,Issaquah Alps -- Tiger Mountain,0e4769e3ef08761cf2ba505293ff041e,2.8,None,None,1.0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Hut,Mount Rainier Area -- SW - Longmire/Paradise,0e5d702a1de14132b2a1fc703fe47fb3,0.0,1660.0,4760.0,5.5,1,42,1,0,1,0,1,0,1,0,0,0,1,0,0,1
Whipple Creek Park,Southwest Washington -- Vancouver Area,0e68f492500e46ad84040a22341c9eba,4.66666666667,110.0,200.0,3.1,1,28,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Alpine Lookout,Central Cascades -- Stevens Pass - East,0e71d9f348c69090a8ce360ac45a66cf,3.5,2600.0,6235.0,10.0,1,97,0,0,1,0,0,0,1,0,1,0,0,0,1,1
Chilliwack River,North Cascades,0e8adb70581c48e7e7e17142887cadf7,3.25,None,None,None,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayden Pass,Olympic Peninsula -- Hood Canal,0e8d27832f3cb2720117055034b743d4,4.25,None,None,None,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelan Summit,North Cascades -- Methow/Sawtooth,0e974345394370dfe5b1270171185d30,3.0,6500.0,None,38.0,5,20,1,0,1,0,0,1,1,0,1,0,1,0,1,1
North Fork Snoqualmie Road,Snoqualmie Region -- North Bend Area,0e9b1b7861a8962cd521e3dc6f56eceb,4.5,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell Rock,Central Washington -- Yakima,0e9efa50bae42af312c54ebd2adc6ce9,2.5,1100.0,None,6.0,5,3,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Noisy Creek,Eastern Washington -- Selkirk Range,0eae34bf38d546308713bf9c2d3b5517,0.0,1800.0,4700.0,5.3,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Dungeness Spit,Olympic Peninsula -- Northern Coast,0eb03fd25c7596f8843f52682becf6d2,3.72,130.0,130.0,11.0,1,170,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Swamp Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,0ebe3864cfd8a93ea72dc4b3c6c9e75a,3.0,None,4800.0,7.2,1,33,1,0,1,0,0,1,0,1,0,1,0,0,0,0
Evans Lake,Central Cascades -- Stevens Pass - West,0ec5c4a09792362e00c4d1fd491d8be7,3.0,50.0,3700.0,1.0,1,19,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Canyon Creek,North Cascades -- North Cascades Highway - Hwy 20,0ec81e193763e9be0ad1bacf3806e829,3.16666666667,700.0,2600.0,7.0,1,49,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Bridal Veil Falls,Central Cascades -- Stevens Pass - West,0edb0a1af663ddf24c86ebb660dac36a,3.85185185185,1000.0,1600.0,4.0,1,469,0,0,1,0,1,0,1,0,0,0,0,1,0,0
Holden Village to High Bridge,Central Cascades -- Entiat Mountains/Lake Chelan,0eea9703251f4b26a7d9e6f5e41cf0f9,0.0,None,None,32.0,1,8,1,0,0,0,0,1,1,0,1,1,0,1,1,0
McLellan Conservation Area,Eastern Washington -- Spokane Area/Coeur d'Alene,0f15007c0e474f20965bb37a9a332ca6,0.0,None,None,None,1,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Chinook Pass to Snoqualmie Pass,Mount Rainier Area -- Chinook Pass - Hwy 410,0f30b273547f433585a56520c77f08e1,0.0,8600.0,6400.0,63.3,5,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Old Growth Loop,South Cascades,0f31da51f0974b760f10c20758f0bba4,3.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green to Cedar River Trail,Puget Sound and Islands -- Seattle-Tacoma Area,0f3bd8a0e3c96b6b3d76bf9187c0278c,3.57142857143,50.0,None,5.56,1,18,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Diamond Jack,North Cascades,0f4c37264df1c6cd5818106e31700050,4.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Si - Creekside Loop,Snoqualmie Region -- North Bend Area,0f6e5db643224a6391e5a04c25c7602c,0.0,10.0,690.0,0.2,1,7,0,0,1,1,1,0,0,0,0,1,0,0,1,0
Cascade Mountain,Central Cascades -- Stevens Pass - West,0f73adb365c4427290650ad726cd7f78,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Spokane State Park - Upper Trail 140,Eastern Washington -- Spokane Area/Coeur d'Alene,0f885165aa64a2aaf5993f2d5575b1e3,3.5,1341.0,5867.0,3.0,1,16,0,0,1,1,1,0,1,1,0,0,1,0,1,1
Ravensdale Retreat Natural Area,Puget Sound and Islands -- Seattle-Tacoma Area,0fa8817fe4e74e579e5df0b5e44c853f,2.0,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icicle Gorge Nature Loop,Central Cascades -- Leavenworth Area,0fdfee7e02e1b0092f0d32764a5cbba5,4.07142857143,150.0,2800.0,4.2,1,166,0,0,1,1,1,0,0,0,0,1,0,1,1,1
Blue Lake High,Central Cascades -- Stevens Pass - East,0ff7dbd02ca3b5360589e3aee7f4ebee,3.5,None,None,None,1,70,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Mazama Park via Ridley Creek,North Cascades -- Mount Baker Area,0ffae7e17c0b4412bc60ec690f261630,3.4,2600.0,None,7.0,1,68,1,0,1,0,0,0,1,1,1,0,0,0,0,0
Lower Big Quilcene River,Olympic Peninsula -- Hood Canal,0ffcd0a23ae8f52b200ac97bd45244c7,3.6,1890.0,2943.0,12.9,1,219,1,0,1,0,1,0,0,1,0,1,0,0,1,0
Appaloosa Trail,Southwest Washington -- Vancouver Area,101b54b4a90749b5ae915585cae45f07,0.0,None,None,3.0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Moolock Mountain,Central Cascades,101cd8926f1c4fc0aec624295a10d3f4,0.0,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shedroof Cutoff,Eastern Washington -- Selkirk Range,103665a322faae79272b69a5e2e1fa1e,3.33333333333,None,None,None,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
