,hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Wildlife,Rivers,Summits,Good for kids
346,East Fork Lewis River,346,6.0,8.0,2500.0,189.4,0,0,1,0
347,Poo Poo Point - Chirico Trail,347,280.0,3.8,1760.0,27.8,0,0,1,1
348,Twin Sisters Rock,348,5.0,1.0,200.0,221.783333333,0,0,0,1
349,Cooper River,349,51.0,7.8,400.0,107.533333333,0,1,0,1
350,Mount Ellinor,350,418.0,6.2,3300.0,133.533333333,1,0,1,0
351,Lena Lake,351,401.0,7.2,1300.0,133.233333333,0,0,0,1
352,West Tiger No. 1 via Dwight's Way,352,6.0,8.0,2500.0,21.5833333333,0,0,1,0
353,South Lost Lake Trail,353,40.0,9.0,1950.0,111.033333333,0,0,0,1
354,Pine and Cedar Lakes,354,59.0,5.0,1400.0,84.5166666667,0,0,0,1
355,Hummocks Trail,355,44.0,2.3,100.0,154.883333333,1,0,0,1
356,Big Four Ice Caves,356,339.0,2.2,220.0,93.75,0,1,0,1
357,Margaret's Way,357,85.0,5.5,1500.0,25.3166666667,0,0,0,0
358,Lime Kiln Trail,358,281.0,7.0,625.0,59.1333333333,0,0,0,1
359,Lord Hill Regional Park,359,122.0,10.0,200.0,48.0333333333,1,0,0,1
360,White Bluffs - North Slope,360,28.0,4.0,300.0,176.883333333,1,0,0,0
361,Swan Creek Park,361,14.0,,,36.4,0,0,0,1
362,Heybrook Lookout,362,261.0,2.6,850.0,71.2166666667,0,0,0,1
363,Umtanum Creek Canyon,363,201.0,6.5,500.0,116.583333333,1,0,0,1
364,Mount Baring,364,48.0,7.0,3500.0,91.6833333333,0,0,1,0
365,Grace Cole Nature Park,365,1.0,0.5,120.0,22.6,1,0,0,1
366,Mount Wow,366,2.0,4.0,3800.0,,0,0,1,0
367,Rattlesnake Dance Ridge Trail,367,34.0,2.0,1250.0,108.516666667,1,0,1,0
368,Lake Ann,368,32.0,8.2,2200.0,159.616666667,0,0,0,0
369,Lake Ingalls,369,462.0,9.0,2500.0,140.466666667,1,0,0,0
370,Esmeralda Basin (Esmerelda),370,207.0,7.0,1750.0,140.283333333,0,0,0,0
371,Koppen Mountain,371,68.0,7.0,2300.0,119.9,1,0,1,0
372,Iron Peak Loop,372,98.0,14.5,3600.0,121.35,1,0,1,0
373,Teanaway Peak/Gene's Peak,373,9.0,,,121.466666667,0,0,0,0
374,Flaming Geyser State Park,374,25.0,4.0,450.0,48.95,1,0,0,1
375,Fidalgo Head Loop Trail,375,22.0,2.2,300.0,94.9,0,0,0,0
376,Canyon Creek,376,11.0,7.0,700.0,162.466666667,0,1,0,1
377,Tucannon River Canyon - Camp Wooten,377,5.0,4.0,637.0,297.983333333,0,0,0,0
378,Volcano View Trail,378,6.0,1.6,400.0,185.866666667,0,0,0,1
379,Mount Pugh,379,175.0,11.0,5300.0,110.466666667,1,0,1,0
380,Gothic Basin,380,344.0,9.2,2840.0,100.833333333,0,1,0,0
381,Mount Forgotten,381,71.0,13.0,4300.0,94.4166666667,0,0,1,0
382,Headlee Pass and Vesper Lake,382,77.0,7.0,2700.0,102.966666667,0,1,0,0
383,Vesper Peak,383,112.0,8.0,4200.0,100.266666667,0,0,1,0
384,North Fork Sauk River,384,156.0,11.0,1000.0,142.716666667,0,1,0,0
385,Barlow Point,385,43.0,2.4,800.0,100.016666667,0,0,0,0
386,Mount Dickerman,386,624.0,8.2,3950.0,94.9,0,0,1,0
387,Bedal Peak,387,7.0,7.3,4500.0,128.366666667,0,0,0,0
388,Bedal Basin,388,33.0,5.2,1900.0,128.366666667,0,1,0,0
389,Winchester Mountain,389,88.0,3.4,1300.0,171.65,1,0,1,0
390,Yellow Aster Butte,390,183.0,7.5,2550.0,162.55,0,0,0,0
391,Rialto Beach and Hole-in-the-Wall,391,68.0,,,232.216666667,0,0,0,1
392,Lyons Ferry State Park - Marmes Pond,392,3.0,4.0,150.0,231.583333333,1,0,0,0
393,Sauer's Mountain,393,56.0,6.0,2000.0,133.416666667,0,0,1,0
394,Palouse Falls,394,62.0,1.0,803.0,227.85,1,0,0,1
395,Columbia Hills State Park - Dalles Mountain,395,26.0,8.0,2475.0,224.266666667,1,0,1,1
396,Deception Pass State Park - Headlands / Rosario Head / Lighthouse Point,396,104.0,5.0,350.0,88.4666666667,0,0,0,1
397,Baker Lake - Maple Grove,397,59.0,8.0,500.0,122.0,0,0,0,1
398,Four Cedars Trail,398,15.0,,,65.35,0,0,0,1
399,Coal Creek Falls,399,146.0,2.5,416.0,22.4833333333,0,0,0,1
400,Cherry Creek Falls,400,146.0,5.0,450.0,47.75,0,0,0,1
401,Pack Forest - Hugo Peak,401,34.0,4.5,880.0,96.2,1,0,0,1
402,Sheep Lake and Sourdough Gap,402,104.0,7.0,1100.0,111.75,1,0,0,1
403,Rattlesnake Trail,403,10.0,10.0,2900.0,310.683333333,0,0,0,0
404,Yakima Skyline Trail,404,90.0,4.0,1800.0,144.733333333,1,0,1,0
405,Big Four Ice Caves Snowshoe,405,67.0,7.0,250.0,92.9333333333,0,0,0,1
406,Capitol State Forest - McLane Creek,406,23.0,1.5,50.0,74.3,1,0,0,1
407,Bordeaux Ghost Town,407,13.0,0.5,50.0,82.65,0,0,0,1
408,Hall of Mosses,408,20.0,0.8,100.0,239.683333333,0,0,0,0
409,Melakwa Lake,409,491.0,8.5,2500.0,54.6166666667,0,0,0,0
410,Mirror Lake,410,107.0,2.2,870.0,82.5,0,0,0,1
411,East Bank Baker Lake,411,156.0,9.0,500.0,142.916666667,0,1,0,1
412,Miller Peak,412,74.0,8.0,3200.0,120.483333333,0,0,0,0
413,Crystal Peak,413,67.0,8.0,3100.0,98.1,1,0,1,0
414,Wilderness Peak,414,54.0,4.0,1200.0,25.3333333333,0,0,0,0
415,Westberg Trail,415,47.0,4.0,1710.0,102.8,1,0,0,0
416,Sesqualitchew Creek,416,32.0,,,53.1666666667,1,0,0,1
417,Golden Gate Loop,417,6.0,4.0,1160.0,144.233333333,0,1,0,0
418,Skyline Trail Loop,418,155.0,5.5,1450.0,144.45,1,1,0,0
419,Ruby Beach,419,28.0,6.0,80.0,197.333333333,0,0,0,1
420,Nisqually National Wildlife Refuge,420,111.0,,,52.6166666667,1,0,0,1
421,Priest Point Park,421,8.0,5.0,150.0,68.5,1,0,0,1
422,Hex Mountain Snowshoe,422,90.0,7.0,2600.0,93.7333333333,0,0,0,0
423,Puffer Butte,423,2.0,,,340.6,0,0,1,1
424,Mount Zion,424,120.0,4.6,1300.0,141.3,0,0,0,0
425,Whittaker Wilderness Peak,425,80.0,3.0,1228.0,21.0666666667,0,0,1,0
426,Candy Point Trail,426,1.0,1.5,700.0,229.15,1,0,1,0
427,Camp Creek Falls,427,3.0,0.6,40.0,146.733333333,1,0,0,1
428,Federation Forest State Park,428,47.0,5.0,150.0,73.8333333333,0,0,0,1
429,Kendall Katwalk,429,333.0,12.0,2600.0,50.8166666667,0,0,0,0
430,Paw Print Connector,430,10.0,1.1,100.0,35.8833333333,0,0,0,1
431,Fourth of July Pass via Panther Creek,431,19.0,11.5,2000.0,159.0,0,0,0,0
432,Hog Lake,432,11.0,5.0,1700.0,230.05,1,0,0,0
433,Hazel Wolf Wetlands,433,7.0,1.7,60.0,31.85,1,0,0,1
434,Mount Constitution and Mountain Lake,434,46.0,6.7,1500.0,230.816666667,0,0,1,1
435,Teneriffe Falls (Kamikaze Falls),435,370.0,6.0,1420.0,41.5,0,0,0,0
436,Beckler Peak,436,242.0,7.4,2263.0,115.05,1,0,1,1
437,Hemlock Peak,437,4.0,,,,0,0,0,0
438,Magnet Creek,438,7.0,6.0,2300.0,114.35,0,0,0,0
439,North Coast Route,439,23.0,20.0,200.0,275.833333333,0,0,0,0
440,Paradise Valley Conservation Area,440,50.0,5.0,150.0,33.5,1,0,0,1
441,Coal Creek Trail,441,81.0,6.0,550.0,16.6333333333,0,0,0,1
442,Brightwater Center,442,4.0,,,29.8666666667,0,0,0,1
443,Turtleback Mountain,443,26.0,3.0,830.0,208.933333333,0,0,0,0
444,Klickitat Rail Trail - Swale Canyon,444,16.0,13.0,450.0,220.716666667,1,0,0,1
445,Icicle Creek,445,87.0,,,100.516666667,0,1,0,1
446,Barclay Lake,446,421.0,4.4,500.0,91.6833333333,0,1,0,1
447,Eagle Lake,447,87.0,4.0,1500.0,91.6833333333,0,0,0,0
448,Otter Falls - Taylor River,448,310.0,10.0,650.0,71.9166666667,0,0,0,1
449,Huckleberry Creek,449,34.0,2.0,3200.0,143.283333333,0,1,0,1
450,Captain William Clark Regional Park at Cottonwood Beach - Dike Trail,450,1.0,,,169.483333333,0,0,0,1
451,Cattle Point Lighthouse,451,2.0,0.5,25.0,209.483333333,0,0,0,1
452,Meta Lake,452,4.0,1.3,500.0,185.05,0,0,0,1
453,Josephine Lake,453,37.0,10.0,2150.0,100.233333333,0,0,0,0
454,Talus Loop,454,51.0,5.1,1750.0,35.3166666667,0,0,0,0
455,Copper Creek,455,37.0,5.0,2400.0,131.05,0,0,0,0
456,Goose Butte,456,2.0,6.0,450.0,212.233333333,1,0,0,1
457,Thornton Lakes and Trappers Peak,457,64.0,10.2,2900.0,152.35,0,0,1,0
458,Terrace Mountain,458,1.0,5.25,3000.0,,0,0,0,0
459,McTavish Woodbridge Open Space Loop Trail,459,2.0,1.65,170.0,,0,0,0,1
460,Melmont Ghost Town,460,41.0,6.0,100.0,68.75,1,0,0,1
461,Squire Creek Pass via Eight-mile Trail,461,52.0,5.4,2350.0,120.75,0,0,0,0
462,Upper Lena Lake,462,122.0,14.0,3900.0,132.6,1,0,0,0
463,Striped Peak,463,8.0,5.0,850.0,171.633333333,0,0,0,1
464,Llandover Woods Greenspace,464,1.0,0.7,60.0,19.5833333333,0,0,0,0
465,Skagit Wildlife Area,465,51.0,,,58.9166666667,1,0,0,1
466,Silver Falls - Grove of the Patriarchs Snowshoe,466,3.0,5.0,400.0,121.35,0,1,0,0
467,Lake Sacajawea,467,2.0,,,127.633333333,0,0,0,1
468,Green Mountain,468,207.0,8.5,3300.0,169.65,1,0,1,1
469,North Bonneville Heritage Trails,469,8.0,12.0,20.0,193.266666667,1,0,0,1
470,West Hylebos Wetlands,470,4.0,1.7,70.0,28.85,0,0,0,1
471,Tumwater Falls Park,471,11.0,0.5,30.0,65.7333333333,1,0,0,1
472,Preacher's Slough,472,4.0,7.0,20.0,103.783333333,0,0,0,1
473,Point No Point Park,473,4.0,2.0,100.0,105.233333333,1,0,0,1
474,Lewis River Falls,474,54.0,8.8,450.0,216.883333333,0,1,0,1
475,Point Robinson Park,475,6.0,0.5,100.0,83.4166666667,0,0,0,1
476,Dugualla State Park,476,15.0,,,101.9,0,0,0,1
477,Gem Lake,477,201.0,10.0,4857.0,53.6333333333,0,0,0,1
478,Third Beach,478,58.0,3.6,280.0,228.316666667,1,0,0,1
479,Snow Mountain Ranch,479,68.0,9.2,1140.0,149.033333333,1,0,0,1
480,Around the Lake Trail,480,15.0,,,23.6333333333,1,0,0,1
481,Mount St. Helens Summit - Worm Flows Route,481,110.0,12.0,5699.0,197.283333333,0,0,0,0
482,Trail of Ten Falls,482,4.0,8.7,800.0,235.983333333,1,0,0,1
483,Quartzite Mountain,483,6.0,3.0,3714.0,321.45,0,0,0,0
484,Coyote Wall - Moab/Maui Loop,484,9.0,3.8,850.0,232.266666667,0,1,0,1
485,Umtanum Creek Falls,485,56.0,3.0,700.0,121.966666667,1,0,0,1
486,Columbia Springs,486,1.0,0.3,10.0,162.4,1,0,0,1
487,Multnomah Falls,487,12.0,1.2,100.0,186.7,0,0,0,1
488,Trail Creek,488,10.0,9.4,1840.0,149.516666667,0,0,0,0
489,Little Cranberry Lake,489,28.0,1.5,125.0,93.3,1,0,0,0
490,Wynoochee Lake,490,23.0,12.0,1100.0,166.616666667,0,0,0,0
491,Cascade Pass,491,118.0,7.0,1800.0,172.95,1,0,0,1
492,South Fork Cascade River,492,10.0,9.0,1800.0,157.25,0,1,0,0
493,Lookout Mountain Lookout,493,77.0,9.4,4500.0,133.95,0,0,0,0
494,Lake Wapiki,494,3.0,7.0,100.0,260.733333333,0,0,0,0
495,Mount Storm King,495,60.0,3.8,1700.0,175.416666667,0,0,0,0
496,Big Lava Bed,496,3.0,13.0,600.0,244.95,0,0,0,0
497,Cape Alava Loop (Ozette Triangle),497,182.0,9.4,100.0,258.3,0,0,0,0
498,Lower South Fork Skokomish River,498,114.0,8.5,800.0,120.516666667,1,1,0,0
499,Big Rock,499,20.0,2.5,600.0,270.4,1,0,1,0
500,Kloshe Nanitch,500,11.0,6.4,2200.0,198.55,0,0,0,0
501,Green River Natural Area - O'Grady Trail,501,10.0,,,54.3333333333,0,1,0,1
502,John Wayne Trail - Army West,502,11.0,8.0,500.0,117.516666667,0,0,0,0
503,Rattlesnake Mountain,503,298.0,10.9,2520.0,29.45,0,0,1,0
504,Ebey's Landing,504,168.0,5.6,260.0,118.566666667,1,0,0,1
505,Kettle Crest South,505,13.0,5.0,900.0,345.75,0,0,0,0
506,Snipes Mountain - Pine Way,506,0.0,5.0,500.0,276.35,0,0,0,0
507,Coldwater Lake,507,18.0,9.0,1000.0,,0,0,0,1
508,Gotchen Creek-Aiken Lava Bed East,508,2.0,11.0,2600.0,264.95,0,1,0,0
509,Rock Creek,509,23.0,14.0,1850.0,155.366666667,0,0,0,0
510,Goode Ridge,510,3.0,10.0,4400.0,,1,0,0,0
511,Nisqually State Park,511,1.0,,,77.6833333333,0,0,0,1
512,Fort Townsend Historical State Park,512,2.0,,,119.75,0,0,0,1
513,Frenchman Coulee,513,39.0,4.0,200.0,135.116666667,0,1,0,0
514,Blanca Lake,514,458.0,7.5,3300.0,120.833333333,0,0,1,0
515,Watershed Park,515,4.0,1.36,150.0,63.0166666667,1,0,0,1
516,White Pass Nordic Center,516,2.0,1.86,250.0,142.2,0,0,0,0
517,Capitol State Forest - Sherman Creek Loop,517,21.0,9.0,800.0,92.6,0,0,0,0
518,Point Whitehorn,518,9.0,,,110.983333333,1,0,0,1
519,Graves Creek,519,12.0,7.0,1200.0,209.5,1,1,0,0
520,Similkameen Trail,520,5.0,7.0,40.0,286.366666667,1,0,0,1
521,Howson Peak,521,1.0,,,,0,0,0,0
522,Murhut Falls,522,89.0,1.6,250.0,150.4,0,0,0,1
523,Amber Lake,523,3.0,15.0,200.0,244.116666667,1,0,0,1
524,Snake River - Columbia Plateau Trail,524,3.0,6.0,150.0,226.883333333,1,0,0,1
525,Dosewallips State Park - Steam Donkey Trail,525,41.0,3.5,400.0,125.5,0,1,0,1
526,Rocky Brook Falls,526,27.0,,,127.95,0,0,0,0
527,Northern State Ghost Town,527,22.0,5.0,50.0,79.4,0,0,0,1
528,Hoh River Trail to Elk Lake,528,12.0,,,239.683333333,1,1,0,0
529,Mima Mounds,529,43.0,2.75,10.0,80.2333333333,0,0,0,0
530,Pyramid Mountain / Pyramid Peak,530,42.0,7.0,2400.0,195.45,0,0,1,0
531,Humes Ranch - Elwha River Loop,531,23.0,6.5,250.0,187.066666667,1,1,0,1
532,Whiskey Dick Wildlife Area,532,36.0,8.0,1750.0,151.1,1,0,1,1
533,Tuck and Robin Lakes,533,145.0,16.0,2900.0,149.166666667,0,0,1,0
534,McCormick Forest Park,534,2.0,3.0,200.0,50.25,1,0,0,1
535,Wapaloosie Mountain,535,9.0,5.0,1850.0,344.9,0,0,0,0
536,Fisher Creek,536,16.0,14.0,4000.0,133.633333333,0,1,0,0
537,Millersylvania State Park,537,23.0,6.0,105.0,76.1333333333,0,0,0,1
538,Glacial Heritage Preserve,538,1.0,,,84.4,0,0,0,0
539,Shinglemill Creek Preserve,539,2.0,3.0,300.0,65.3333333333,0,0,0,1
540,Wallula Gap Overlook,540,5.0,6.3,780.0,226.716666667,0,0,0,0
541,Newberry Hill Heritage Park,541,11.0,13.0,250.0,75.3,0,0,0,1
542,Green Mountain - Wildcat Trail,542,19.0,9.5,1900.0,79.3166666667,0,0,1,0
543,Green Mountain - Gold Creek Trail,543,88.0,5.0,1000.0,79.95,0,0,1,0
544,Gold Mountain,544,18.0,4.0,1087.0,79.35,0,0,1,1
545,Ferguson Lake Trail,545,9.0,,,,0,0,0,0
546,Cross Kirkland Corridor Trail,546,8.0,,,21.0166666667,0,0,0,1
547,Hansville Greenway,547,8.0,2.6,100.0,104.316666667,1,0,0,1
548,Gazzam Lake Nature Preserve,548,25.0,6.8,500.0,108.516666667,1,0,0,0
549,Kendall Peak Lakes Snowshoe,549,75.0,9.0,1700.0,53.0166666667,0,0,0,0
550,Lakes Trail,550,35.0,8.0,500.0,156.9,1,0,0,0
551,Huntoon Point,551,18.0,6.0,1200.0,171.166666667,0,0,0,0
552,Twanoh State Park,552,27.0,2.3,375.0,87.3666666667,1,0,0,1
553,Anderson Lake State Park,553,3.0,8.0,80.0,113.433333333,1,0,0,1
554,North Fork Skokomish River,554,106.0,15.2,3568.0,131.65,0,1,0,0
555,Olallie Mountain Snowshoe,555,2.0,,,50.1,0,0,0,0
556,Lyre Conservation Area,556,1.0,,,175.616666667,0,0,0,1
557,Yelm-Tenino Trail,557,2.0,,,72.4166666667,0,0,0,1
558,Red Mountain Lookout,558,2.0,2.0,700.0,142.766666667,1,0,1,0
559,Jumpoff Ridge,559,5.0,8.0,1800.0,81.2666666667,0,0,0,0
560,Cooper Lake Snowshoe,560,1.0,10.0,500.0,,0,0,0,0
561,Union Bay Nature Area,561,6.0,,,13.6833333333,1,0,0,1
562,Riverside State Park - Deep Creek Canyon,562,9.0,5.5,968.0,260.8,1,0,0,1
563,Mink Lake and Little Divide,563,7.0,15.6,2500.0,210.766666667,1,1,0,0
564,Columbia Hills State Park - Crawford Oaks,564,7.0,,,224.283333333,0,0,0,1
565,Columbia Hills State Park - Horsethief Butte,565,34.0,12.4,1870.0,225.566666667,1,0,1,1
566,Southwest County Park,566,8.0,,,28.35,0,0,0,0
567,Church Mountain,567,123.0,8.5,3750.0,143.416666667,0,0,1,0
568,Pend Oreille County Park,568,1.0,,,297.133333333,1,0,0,1
569,Moulton Falls,569,13.0,4.0,90.0,169.95,0,1,0,1
570,Oakes Peak,570,3.0,,,,0,0,0,0
571,Middle Tiger,571,35.0,9.0,1127.0,32.55,0,0,1,0
572,Sierra Park,572,0.0,,,27.1833333333,0,0,0,1
573,Mount Teneriffe,573,329.0,13.8,3800.0,41.4166666667,0,0,0,0
574,Johnson Ridge,574,141.0,9.0,2650.0,110.35,0,0,1,0
575,Salmon-Morgan Creek,575,1.0,,,165.333333333,1,0,0,1
576,Sams Walker Nature Trail,576,1.0,1.1,50.0,187.266666667,1,1,0,1
577,Guillemot Cove,577,24.0,2.5,360.0,95.4166666667,1,1,0,1
578,East Tiger,578,46.0,10.6,2940.0,67.75,0,0,0,0
579,Nason Ridge Snowshoe,579,0.0,3.6,750.0,125.733333333,0,0,0,0
580,McGarvey Park,580,4.0,,,31.4833333333,0,0,0,1
581,Spring Lake/Lake Desire Park,581,6.0,,,29.9666666667,0,0,0,1
582,Ring Hill Forest,582,4.0,,,39.2,0,0,0,1
583,Moss Lake,583,12.0,,,51.6833333333,0,0,0,1
584,Dockton Forest,584,2.0,,,83.0333333333,0,0,0,1
585,Soaring Eagle Regional Park,585,20.0,12.0,500.0,37.0333333333,0,0,0,1
586,Grand Ridge Park,586,70.0,14.0,1100.0,24.0833333333,0,0,0,1
587,Durr Road and North Yakima Skyline,587,3.0,9.0,1250.0,146.333333333,1,0,0,0
588,Baldy Mountain,588,21.0,5.0,3212.0,123.666666667,0,0,1,0
589,Leadbetter Point State Park - Hines Marsh,589,0.0,,,212.033333333,0,0,0,0
590,Pass Lake,590,11.0,1.0,300.0,111.866666667,0,0,0,0
591,Lake Caroline,591,73.0,11.5,3100.0,167.983333333,0,0,0,0
592,Nooksack Cirque,592,31.0,9.0,640.0,148.4,0,0,0,0
593,Boundary Way,593,7.0,8.2,1458.0,184.8,0,0,1,0
594,Etienne Creek,594,7.0,4.0,1400.0,118.3,0,0,0,0
595,Ridley Creek,595,20.0,7.0,2600.0,130.95,0,0,0,0
596,Swift Creek,596,11.0,,,135.966666667,0,1,0,0
597,Grass Camp,597,0.0,,,138.983333333,1,0,0,0
598,Sloan Peak,598,15.0,9.0,2900.0,133.516666667,0,1,0,0
599,Panjab Trail,599,11.0,5.6,2500.0,317.933333333,1,0,0,0
600,Wildside Trail-De Leo Wall,600,75.0,4.2,489.0,22.4833333333,1,0,0,1
601,Mount Erie,601,46.0,5.0,1000.0,87.6666666667,1,0,1,0
602,Chukar Lake - Blythe Lake,602,4.0,4.0,100.0,166.433333333,1,0,0,0
603,Notch Pass,603,39.0,7.6,1700.0,122.316666667,0,1,0,1
604,Lemei Lake,604,10.0,5.0,500.0,277.866666667,1,0,0,1
605,High Divide - Seven Lakes Basin Loop,605,122.0,19.0,4000.0,213.883333333,1,0,0,0
606,Rampart Ridge Loop,606,143.0,4.5,1300.0,123.333333333,0,0,0,1
607,Tolt-MacDonald Park,607,14.0,,,41.15,0,1,0,1
608,Beebe Creek Wildlife Area,608,2.0,,,181.883333333,1,0,0,1
609,Upper Dungeness River,609,10.0,6.8,600.0,188.85,0,0,0,1
610,Liberty Lake Regional Park - Split Creek Trail,610,7.0,,,274.866666667,1,0,0,1
611,Boulder Creek Trail,611,1.0,,,,0,0,0,0
612,Mount Spokane State Park - Day Mountain Road,612,1.0,,,,0,0,0,0
613,Beaver Loop,613,3.0,,,298.55,0,0,0,1
614,Juniper Dunes Wilderness,614,15.0,15.0,300.0,208.516666667,0,0,0,0
615,South Fork Hoh River - Big Flat,615,19.0,7.0,150.0,228.766666667,1,0,0,1
616,Copper Creek Hut Snowshoe,616,21.0,8.8,1040.0,132.433333333,1,0,0,0
617,Scotchman Peak,617,2.0,7.0,3730.0,,1,0,1,0
618,Raptor Ridge Trail,618,27.0,8.0,1500.0,88.7,0,0,1,1
619,Hemlock Trail,619,4.0,,,90.9833333333,1,0,0,1
620,Wolf Creek,620,6.0,16.2,1400.0,184.65,1,0,0,0
621,Elwha To Hurricane Hill,621,16.0,11.6,5250.0,178.6,0,1,0,0
622,Tiger Mountain Trail,622,104.0,15.2,2360.0,35.7833333333,0,0,0,0
623,Coal Mines Trail,623,11.0,11.0,453.0,79.4,0,0,0,0
624,Happy Lake Ridge,624,24.0,18.0,4400.0,204.266666667,1,0,0,0
625,West Elwha,625,14.0,6.4,500.0,170.633333333,1,0,0,1
626,Elwha River and Lillian River,626,56.0,9.6,700.0,188.6,0,0,0,0
627,Upper Lake Mills,627,8.0,0.8,400.0,187.8,0,0,0,0
628,Smokey Bottom (West Lake Mills),628,7.0,3.8,300.0,188.816666667,1,0,0,1
629,Elwha River & Geyser Valley,629,15.0,7.8,600.0,188.6,1,0,0,0
630,Dodger Point,630,4.0,27.0,4983.0,189.316666667,0,0,1,0
631,Horseshoe Bend,631,24.0,2.4,220.0,131.3,0,1,0,1
632,West Tiger Railroad Grade,632,85.0,10.0,1600.0,23.8833333333,0,0,0,0
633,Cable Line Trail,633,69.0,3.0,2022.0,21.9333333333,0,0,0,0
634,Gold Creek Pond,634,62.0,1.0,10.0,62.7666666667,1,0,0,1
635,Lake Isabel,635,25.0,,,67.55,0,0,0,0
636,Tarbell Trail,636,19.0,24.75,4120.0,181.233333333,0,0,0,0
637,Lake Aldwell Overlook Trail,637,8.0,,,160.9,0,0,0,1
638,Burnt Rock,638,2.0,13.0,1400.0,207.733333333,0,0,0,0
639,Ashland Lakes,639,122.0,5.4,800.0,93.3333333333,0,0,0,1
640,Dewey Lake,640,84.0,6.0,600.0,109.416666667,0,0,0,1
641,Robinson Pass Cutoff,641,2.0,,,,0,0,0,0
642,Jungle Hill Loop,642,1.0,12.0,2400.0,331.316666667,1,0,0,0
643,Mount Spokane State Park - Mount Kit Carson Loop Road,643,6.0,13.0,1300.0,2863.28333333,1,0,0,1
644,Grassy Top,644,2.0,7.8,1000.0,399.983333333,0,0,1,0
645,Loowit Falls,645,14.0,9.2,800.0,204.516666667,0,0,0,0
646,Middle Fork Pasayten River,646,11.0,,,257.8,0,1,1,0
647,Upper Roaring Creek,647,3.0,3.0,6050.0,124.05,0,0,0,0
648,North Fork Sullivan,648,4.0,,,369.833333333,0,0,1,0
649,Six Ridge,649,13.0,21.1,3150.0,153.783333333,0,0,1,0
650,Angry Mountain,650,5.0,16.8,3409.0,160.833333333,0,0,1,0
651,The Brothers,651,73.0,6.0,5866.0,133.233333333,0,0,1,0
652,Mailbox Peak - Old Trail,652,803.0,5.2,4000.0,42.8166666667,0,0,0,0
653,Spectacle Lake,653,85.0,17.2,1500.0,120.816666667,0,0,0,0
654,Woods Creek,654,5.0,2.5,1100.0,142.033333333,0,0,0,0
655,Quick Creek Camp,655,2.0,,,104.133333333,0,0,1,0
656,Bumping Lake,656,24.0,9.0,300.0,178.433333333,1,0,0,0
657,Alta Lake State Park,657,2.0,,,206.066666667,0,0,0,1
658,West Fork Buttermilk,658,8.0,19.0,7480.0,271.65,0,1,0,0
659,Cape Disappointment State Park,659,27.0,3.4,160.0,194.866666667,0,0,0,0
660,Klickitat Rail Trail - Klickitat River,660,12.0,10.5,200.0,239.416666667,1,1,0,0
661,Downey Creek,661,48.0,13.2,1280.0,156.583333333,0,1,0,0
662,Elbow Lake,662,27.0,16.0,2100.0,142.3,0,1,0,0
663,Pete's Creek - Colonel Bob Peak,663,61.0,8.2,3300.0,184.166666667,0,0,1,0
664,Jacobson Preserve,664,4.0,,,153.1,1,0,1,1
665,Sol Duc Falls,665,41.0,5.3,400.0,210.166666667,0,0,0,1
666,Holden Lake,666,6.0,,,,0,0,0,0
667,Surprise Lake,667,16.0,10.0,1200.0,207.8,0,0,0,0
668,Gardner Cave,668,4.0,1.0,200.0,381.15,0,0,0,0
669,Monogram Lake,669,39.0,9.8,4675.0,133.916666667,0,0,1,0
670,Dalles Ridge Snowshoe,670,2.0,8.0,1800.0,84.3,0,0,0,0
671,Cedar River Trail,671,16.0,17.2,50.0,22.7666666667,0,0,0,1
672,Big Bend/Landsburg Reach Natural Area,672,1.0,,,40.6833333333,0,0,0,1
673,Keechelus Ridge Snowshoe,673,27.0,6.4,2100.0,61.5333333333,0,0,0,0
674,Wood Lake,674,2.0,4.5,1500.0,,0,0,0,1
675,Jefferson Ridge,675,16.0,4.8,1832.0,140.716666667,0,0,0,1
676,Howson Creek,676,14.0,7.0,3400.0,100.55,0,0,1,0
677,Goldmyer Hot Springs,677,43.0,,,98.5833333333,0,0,0,0
678,Traditional Knowledge Trail,678,4.0,,,28.15,0,0,0,0
679,Quinault National Recreation Trails,679,17.0,3.9,300.0,157.016666667,0,0,0,1
680,Cochrane Memorial Park,680,1.0,,,73.7333333333,0,0,0,1
681,Tumwater Campground Snowshoe,681,1.0,,,126.066666667,0,0,0,1
682,Seminary Hill,682,2.0,4.5,320.0,89.9666666667,0,0,0,1
683,Fort Flagler State Park,683,13.0,5.0,150.0,129.516666667,0,0,0,1
684,Capitol State Forest - Mount Molly,684,3.0,3.0,908.0,89.1833333333,0,0,0,0
685,Phantom Lake Loop,685,3.0,3.2,130.0,16.8333333333,0,0,0,1
686,Mount Spokane State Park - Trail 131,686,1.0,,,,0,0,0,0
687,Amabilis Mountain Snowshoe,687,77.0,9.5,2100.0,61.0833333333,1,0,0,0
688,Wenatchee Crest Snowshoe,688,20.0,6.0,400.0,105.966666667,0,0,0,0
689,Redmond Watershed Preserve,689,35.0,4.5,400.0,30.65,0,0,0,1
690,Bellevue Botanical Garden,690,9.0,,,16.0333333333,1,0,0,1
691,Green Lake,691,7.0,2.8,164.0,12.6833333333,0,0,0,1
692,Tacoma Nature Center Interpretive Walks,692,13.0,,,40.5333333333,1,0,0,1
693,North Centennial Trail (Snohomish),693,7.0,4.0,50.0,52.25,0,0,0,1
